"NUMPOL","EXPO","ZONA","POTENCIA","ANTIGUEDAD_VEHICULO","EDAD_CONDUCTOR","BONO","MARCA","COMBUSTIBLE","DENSIDAD","REGION"
4080510,0.87,"C",8,1,37,50,12,"D",93,13
4080527,0.12,"C",6,1,34,76,12,"D",11,5
4080568,0.02,"C",7,3,31,64,12,"E",91,8
4080618,0.12,"F",6,7,48,50,1,"E",11,13
4080656,0.71,"D",7,8,52,50,11,"E",11,13
4080665,0.12,"D",8,1,38,67,12,"D",93,7
4080694,0.12,"E",4,1,28,68,12,"D",11,7
4080714,0.12,"C",7,8,66,50,12,"D",91,13
4080741,0.15,"C",9,3,31,76,12,"E",93,5
4080742,0.23,"C",4,3,31,76,3,"D",93,5
4080803,0.87,"C",12,1,44,50,12,"D",91,13
4080831,0.1,"C",4,2,40,50,12,"E",93,13
4080886,0.12,"E",5,1,43,51,12,"E",31,12
4080947,0.87,"D",6,1,58,50,12,"D",11,13
4080973,0.1,"E",8,3,46,50,12,"E",26,13
4081002,0.12,"C",5,4,40,50,1,"D",31,13
4081102,0.00546448087431694,"E",10,0,61,50,12,"E",24,13
4081103,0.12,"F",12,1,57,50,12,"D",11,13
4081119,0.12,"E",7,1,57,50,12,"E",72,13
4081166,0.1,"B",5,2,33,60,12,"E",91,9
4081207,0.08,"C",6,1,25,76,12,"D",25,5
4081219,0.02,"D",6,4,23,100,12,"E",22,0
4081226,0.12,"C",10,1,43,50,12,"E",72,13
4081235,0.87,"C",8,4,35,72,2,"E",82,6
4081301,0.06,"B",8,0,37,62,12,"D",11,13
4081321,0.87,"D",7,1,43,50,12,"D",31,13
4081326,0.87,"A",4,4,68,50,1,"E",72,13
4081360,0.12,"C",7,1,25,106,12,"E",22,-1
4081411,0.87,"E",4,1,50,50,12,"E",11,13
4081470,0.87,"D",4,1,30,54,12,"E",93,11
4081483,0.12,"C",7,1,25,76,12,"D",74,5
4081490,0.04,"C",5,0,25,72,12,"D",74,6
4081544,0.12,"E",6,1,35,64,12,"D",11,8
4081577,0.87,"E",5,10,27,90,2,"D",11,2
4081664,0.87,"E",6,1,46,50,12,"D",11,13
4081679,0.12,"E",7,2,47,90,12,"D",82,2
4081698,0.12,"B",8,1,43,50,12,"D",91,13
4081730,0.87,"B",5,3,40,50,2,"E",93,13
4081748,0.87,"D",6,2,59,50,12,"E",52,13
4081768,0.03,"E",4,15,28,85,1,"E",52,3
4081770,0.08,"E",4,15,28,85,1,"E",52,3
4081778,0.12,"B",7,1,39,68,12,"D",52,7
4081835,0.87,"E",7,1,38,50,12,"D",73,13
4081869,0.12,"E",4,3,30,76,3,"D",52,5
4081907,0.79,"D",4,10,54,68,2,"E",11,7
4081920,0.79,"B",11,10,39,50,2,"E",42,13
4081933,0.79,"C",7,4,52,50,12,"D",52,13
4081937,0.2,"C",6,2,72,50,12,"D",41,13
4081943,0.2,"A",7,1,24,80,12,"D",82,4
4081945,0.79,"A",7,1,24,76,12,"D",82,5
4082011,0.2,"F",8,1,30,64,12,"D",11,8
4082059,0.79,"E",4,1,39,95,12,"E",72,1
4082098,0.5,"D",7,0,49,57,12,"D",31,10
4082115,0.2,"D",11,6,34,57,1,"D",94,10
4082130,0.79,"E",8,1,50,71,12,"D",11,6
4082249,0.79,"E",7,1,37,67,12,"E",11,7
4082302,0.2,"E",7,1,52,50,12,"E",72,13
4082338,0.69,"E",7,2,36,50,12,"E",11,13
4082365,0.79,"C",11,1,59,50,12,"D",94,13
4082380,0.77,"C",4,1,38,50,12,"E",52,13
4082392,0.2,"D",8,1,64,50,12,"D",91,13
4082417,0.79,"D",7,4,68,65,12,"E",93,7
4082421,0.2,"D",8,1,51,50,12,"D",11,13
4082450,0.02,"D",7,6,28,85,12,"E",91,3
4082476,0.63,"C",6,1,57,53,12,"D",82,13
4082512,0.00273224043715847,"C",7,2,34,54,12,"D",72,11
4082629,0.2,"D",8,1,55,50,12,"D",82,13
4082675,0.2,"A",7,1,29,72,12,"D",21,6
4082738,0.79,"B",5,2,57,50,12,"D",21,13
4082755,0.63,"D",11,0,41,50,12,"D",91,13
4082759,0.13,"D",11,0,41,50,12,"D",91,13
4082784,0.79,"C",6,1,51,50,12,"D",73,13
4082800,0.79,"D",9,10,44,50,3,"E",54,13
4082810,0.32,"E",5,1,36,60,12,"E",82,9
4082866,0.79,"F",9,1,55,55,12,"E",11,13
4082882,0.2,"C",7,2,28,76,12,"D",25,5
4082952,0.71,"D",6,4,47,90,12,"E",73,2
4082966,0.2,"D",4,2,35,80,12,"D",54,4
4083083,0.36,"A",12,10,44,50,12,"E",93,13
4083124,0.79,"D",6,1,45,50,12,"E",52,13
4083148,0.2,"E",10,1,57,50,12,"E",31,13
4083154,0.02,"E",6,2,39,50,12,"D",93,13
4083157,0.2,"C",6,2,72,50,12,"D",82,13
4083222,0.2,"E",4,2,29,80,1,"E",11,4
4083279,0.75,"B",4,1,36,50,12,"D",53,13
4083298,0.2,"E",6,1,32,60,12,"D",11,9
4083311,0.2,"B",4,1,53,60,12,"D",22,9
4083321,0.2,"E",5,3,57,50,2,"D",11,13
4083383,0.79,"A",6,1,46,50,12,"D",83,13
4083385,0.2,"D",10,1,31,57,12,"E",93,10
4083401,0.79,"E",4,1,55,50,12,"E",72,13
4083453,0.09,"C",4,1,57,50,12,"D",54,13
4083576,0.2,"E",13,10,34,57,11,"E",11,10
4083589,0.00546448087431694,"C",5,0,31,85,12,"D",26,3
4083599,0.2,"E",8,1,55,50,12,"D",11,13
4083643,0.2,"D",7,4,34,57,1,"E",93,10
4083664,0.2,"F",4,1,54,50,12,"D",11,13
4083676,0.79,"E",4,1,53,50,12,"E",11,13
4083690,0.00819672131147541,"D",5,4,33,85,12,"E",91,3
4083883,0.79,"B",5,1,49,50,12,"E",11,13
4083911,0.08,"D",8,1,42,50,12,"D",93,13
4083946,0.79,"E",8,3,64,50,12,"D",54,13
4083980,0.79,"B",4,1,74,50,12,"E",26,13
4083999,0.79,"C",4,2,43,50,12,"E",93,13
4084083,0.2,"E",4,1,57,57,12,"E",52,10
4084085,0.15,"E",4,1,57,54,12,"E",52,11
4084119,0.02,"C",5,0,71,50,12,"E",11,13
4084143,0.04,"D",6,9,25,85,6,"E",31,3
4084199,0.28,"B",10,10,23,85,12,"E",54,3
4084234,0.12,"D",6,1,28,64,12,"E",82,8
4084247,0.28,"C",9,3,53,50,12,"E",82,13
4084294,0.28,"D",5,2,31,72,2,"D",93,6
4084334,0.71,"D",7,0,35,112,12,"D",31,-1
4084357,0.24,"E",7,1,58,50,12,"D",21,13
4084375,0.71,"D",6,1,47,50,12,"D",73,13
4084400,0.71,"D",8,1,56,50,12,"D",11,13
4084406,0.71,"C",5,1,66,50,12,"D",93,13
4084430,0.01,"F",8,0,39,50,12,"D",11,13
4084446,0.45,"E",7,10,43,95,4,"E",11,1
4084486,0.28,"D",6,3,56,95,12,"D",72,1
4084511,0.28,"D",4,2,44,60,12,"D",82,9
4084533,0.28,"A",7,1,40,50,12,"D",25,13
4084553,0.28,"B",10,10,26,76,12,"D",83,5
4084600,0.71,"B",4,1,51,50,12,"E",31,13
4084695,0.38,"C",4,1,39,53,12,"E",23,13
4084735,0.56,"E",4,15,24,72,2,"E",11,6
4084766,0.71,"C",4,1,55,50,12,"E",22,13
4084783,0.28,"C",5,3,33,71,12,"E",21,6
4084796,0.28,"C",7,1,28,64,12,"D",41,8
4084911,0.71,"E",10,1,57,50,12,"E",11,13
4084986,0.71,"C",4,1,55,50,12,"D",53,13
4085053,0.71,"C",7,1,47,50,12,"D",11,13
4085097,0.71,"C",7,1,50,60,12,"D",53,9
4085195,0.7,"E",8,6,27,64,12,"E",93,8
4085247,0.11,"D",6,1,56,50,12,"D",11,13
4085267,0.28,"D",6,4,47,57,12,"E",73,10
4085277,0.28,"C",10,2,65,50,12,"E",11,13
4085279,0.71,"C",10,2,65,50,12,"E",11,13
4085345,0.71,"C",8,1,39,50,12,"D",93,13
4085392,0.71,"C",4,1,42,76,12,"E",93,5
4085445,0.28,"A",6,1,49,50,12,"D",11,13
4085454,0.71,"B",5,4,38,50,10,"D",11,13
4085471,0.28,"E",14,9,34,68,3,"E",11,7
4085498,0.28,"C",10,1,63,50,12,"D",93,13
4085631,0.28,"D",7,1,36,68,12,"D",73,7
4085638,0.03,"B",6,1,52,50,12,"E",54,13
4085682,0.71,"E",6,1,46,90,12,"E",11,2
4085709,0.28,"D",4,1,26,72,12,"D",31,6
4085848,0.2,"B",7,1,61,50,12,"D",83,13
4085906,0.06,"B",4,0,44,62,12,"D",93,13
4085922,0.28,"E",11,4,43,50,12,"D",21,13
4085983,0.28,"E",6,1,24,80,12,"E",82,4
4085998,0.71,"C",4,2,61,59,12,"E",52,13
4086008,0.71,"C",10,4,61,50,12,"E",91,13
4086076,0.25,"C",8,2,54,50,12,"D",73,13
4086107,0.28,"B",7,1,29,76,12,"D",74,5
4086144,0.04,"E",8,1,33,64,12,"E",11,8
4086155,0.71,"E",8,1,51,50,12,"D",93,13
4086214,0.28,"A",7,1,28,100,12,"D",93,0
4086219,0.09,"D",4,2,28,100,12,"E",11,0
4086286,0.71,"C",12,1,45,50,12,"D",53,13
4086347,0.28,"E",5,4,46,68,12,"E",93,7
4086352,0.11,"E",6,0,46,64,2,"D",93,8
4086392,0.71,"E",7,1,34,53,12,"D",82,13
4086423,0.35,"B",4,1,40,50,12,"D",22,13
4086462,0.28,"E",6,1,45,50,12,"D",11,13
4086486,0.00273224043715847,"B",4,2,33,51,12,"E",26,12
4086487,0.16,"D",4,1,49,65,12,"E",83,7
4086514,0.26,"B",4,0,39,72,6,"D",72,6
4086606,0.63,"A",5,1,54,50,12,"E",82,13
4086609,0.36,"F",9,10,36,100,12,"E",11,0
4086639,0.63,"A",4,3,25,76,12,"E",94,5
4086666,0.02,"D",7,4,46,50,12,"D",54,13
4086669,0.6,"D",7,4,46,50,12,"D",54,13
4086670,0.36,"F",7,1,40,50,12,"E",11,13
4086705,0.03,"F",9,10,47,50,1,"E",11,13
4086750,0.36,"E",8,1,32,57,12,"D",93,10
4086791,0.36,"A",5,1,64,50,12,"E",24,13
4114343,1,"A",5,10,37,50,4,"D",74,13
4114392,1,"A",4,12,73,50,1,"E",24,13
4114394,1,"A",7,9,66,50,2,"D",24,13
4114400,1,"A",6,10,52,50,2,"D",24,13
4114422,1,"B",7,7,60,50,3,"E",53,13
4114442,1,"A",6,11,45,50,1,"D",24,13
4114462,1,"B",6,9,59,50,3,"E",24,13
4114480,0.69,"A",5,10,51,50,1,"E",24,13
4114491,1,"A",6,7,65,50,2,"E",26,13
4114492,1,"A",5,15,53,50,2,"D",24,13
4114506,1,"A",7,22,47,50,2,"E",24,13
4114512,1,"D",4,21,56,50,1,"E",53,13
4114523,0.07,"D",5,8,62,50,3,"E",24,13
4114531,1,"C",5,5,47,50,1,"D",24,13
4114532,0.06,"A",7,8,94,50,1,"E",24,13
4114562,1,"B",7,15,76,50,2,"D",24,13
4114564,1,"C",6,8,79,50,1,"E",53,13
4114575,1,"C",4,10,51,50,2,"E",24,13
4114582,1,"C",5,12,84,50,2,"E",24,13
4114585,1,"D",5,4,78,50,2,"D",24,13
4114595,0.32,"E",6,3,70,50,10,"D",24,13
4114605,1,"C",6,14,81,50,4,"E",53,13
4114613,1,"A",4,17,76,50,2,"E",24,13
4114628,1,"C",5,16,63,50,2,"E",82,13
4114639,0.57,"A",5,1,55,50,2,"D",24,13
4114645,0.08,"C",7,24,46,50,2,"E",24,13
4114671,0.09,"A",4,19,47,50,1,"E",25,13
4114730,1,"C",14,13,83,50,1,"E",54,13
4114743,0.24,"D",4,9,53,50,14,"E",24,13
4114747,0.5,"A",4,16,77,50,1,"E",24,13
4114750,0.94,"C",11,5,79,50,5,"E",24,13
4114766,1,"D",6,7,54,50,2,"D",24,13
4114769,0.25,"A",7,10,53,50,1,"D",24,13
4114774,1,"C",6,3,57,50,1,"E",24,13
4114809,0.33,"C",7,21,58,50,1,"E",24,13
4114818,1,"C",6,3,81,50,2,"E",53,13
4114830,1,"E",5,23,60,50,1,"E",53,13
4114835,0.88,"B",6,9,64,50,2,"D",24,13
4114849,1,"D",7,6,51,50,2,"E",54,13
4114852,0.13,"C",6,11,60,50,1,"D",24,13
4114858,1,"C",6,9,50,50,1,"E",25,13
4114859,1,"E",4,13,54,50,2,"E",53,13
4114864,1,"A",6,5,75,50,2,"D",24,13
4114875,0.74,"E",7,15,77,50,3,"E",24,13
4114876,0.56,"A",6,8,63,50,4,"E",24,13
4114892,1,"D",5,7,81,50,1,"E",82,13
4114965,1,"B",6,9,72,50,2,"D",24,13
4114972,1,"A",7,8,54,50,1,"E",24,13
4114981,1,"D",5,15,68,50,4,"E",82,13
4114991,0.27,"A",6,3,65,50,2,"D",24,13
4114995,1,"C",7,11,49,50,5,"E",26,13
4115025,1,"E",5,14,49,50,1,"E",53,13
4115042,1,"C",9,20,65,50,1,"E",24,13
4115062,1,"E",5,6,50,50,2,"E",26,13
4115070,0.71,"A",12,9,55,50,12,"D",52,13
4115078,1,"E",6,15,49,50,1,"D",25,13
4115090,1,"D",6,13,57,50,1,"D",24,13
4115100,1,"B",7,5,63,50,2,"D",24,13
4115126,0.74,"A",5,5,44,50,2,"E",54,13
4115132,0.74,"C",7,9,83,50,2,"E",24,13
4115160,1,"C",5,11,82,50,2,"E",24,13
4115168,1,"C",7,6,66,50,1,"E",53,13
4115196,1,"B",6,6,55,50,2,"D",24,13
4115197,0.24,"A",6,15,53,50,1,"D",24,13
4115203,0.27,"D",4,10,56,50,2,"E",24,13
4115209,1,"C",4,8,48,50,2,"E",53,13
4115210,1,"A",6,10,52,50,5,"D",24,13
4115213,1,"A",6,15,59,50,1,"D",24,13
4115221,1,"C",4,9,60,50,2,"E",24,13
4115228,0.36,"B",5,3,56,50,2,"D",24,13
4115264,1,"C",6,5,58,50,1,"D",24,13
4115266,1,"A",6,17,50,50,2,"D",24,13
4115270,1,"C",4,7,83,50,2,"E",24,13
4115278,1,"A",7,8,75,50,14,"D",24,13
4115282,1,"C",6,3,81,50,2,"D",24,13
4115307,0.38,"A",8,21,64,50,1,"D",24,13
4115361,1,"C",7,19,68,50,2,"D",24,13
4115366,1,"C",6,9,78,50,3,"E",24,13
4115374,1,"B",5,11,72,50,2,"E",24,13
4115400,0.36,"A",6,5,45,50,1,"D",24,13
4115415,1,"C",10,14,62,50,2,"D",24,13
4115439,1,"C",9,7,74,57,2,"E",24,10
4115444,0.49,"B",6,11,61,50,2,"D",24,13
4115456,0.24,"A",4,25,72,50,1,"E",24,13
4115463,1,"D",7,5,66,50,2,"D",24,13
4115479,0.24,"A",4,18,78,50,1,"E",24,13
4115505,0.58,"E",7,8,50,50,1,"E",24,13
4115542,0.24,"C",6,9,73,50,2,"D",24,13
4115554,1,"C",7,8,47,50,1,"D",53,13
4115559,0.4,"C",9,14,42,50,1,"E",53,13
4115566,1,"C",5,3,71,50,3,"E",53,13
4115594,1,"C",6,17,73,50,2,"D",54,13
4115595,0.99,"D",7,8,59,50,6,"E",54,13
4115596,1,"C",7,5,63,50,1,"E",53,13
4115605,1,"B",6,10,61,50,2,"D",24,13
4115614,1,"B",6,5,79,50,2,"E",53,13
4115636,1,"C",4,19,76,50,5,"E",53,13
4115643,0.5,"B",8,14,63,50,13,"D",24,13
4115645,1,"C",7,3,54,50,2,"E",53,13
4115658,1,"C",5,18,79,50,2,"E",53,13
4115659,1,"D",8,5,54,50,3,"E",53,13
4115680,0.91,"C",6,12,83,50,1,"D",82,13
4115691,1,"C",6,8,61,50,5,"E",24,13
4115697,0.63,"D",9,3,58,50,5,"E",24,13
4115707,1,"C",7,3,54,50,4,"D",82,13
4115712,1,"B",7,7,55,53,1,"D",24,13
4115719,0.08,"C",7,15,52,50,2,"D",82,13
4115723,1,"D",7,6,73,50,1,"E",82,13
4115734,1,"C",7,17,47,50,1,"E",82,13
4115756,1,"C",7,16,71,50,1,"E",54,13
4115771,1,"A",8,12,65,50,14,"D",54,13
4115781,0.16,"F",5,5,62,64,3,"E",11,8
4115799,0.91,"B",7,7,43,50,2,"E",24,13
4115869,0.55,"A",5,18,44,50,5,"D",24,13
4115897,1,"C",7,15,45,54,1,"E",24,11
4115908,1,"A",7,5,56,50,1,"D",24,13
4115923,1,"A",7,11,77,50,5,"D",24,13
4115924,1,"C",6,12,51,50,1,"D",24,13
4115929,1,"A",4,5,28,50,6,"E",24,13
4115957,1,"C",5,5,51,50,1,"E",24,13
4115974,1,"A",6,12,50,50,2,"E",21,13
4115998,1,"A",4,19,78,50,14,"E",24,13
4116007,0.49,"A",6,9,44,50,2,"D",24,13
4116008,0.5,"A",6,9,44,50,2,"D",24,13
4116018,1,"A",4,16,79,50,2,"E",24,13
4116020,0.49,"A",6,7,75,50,5,"D",24,13
4116022,1,"E",5,10,67,50,2,"D",24,13
4116028,1,"D",7,12,81,50,1,"E",24,13
4116037,0.43,"D",5,14,43,58,2,"E",24,13
4116044,1,"A",6,5,49,50,1,"D",24,13
4116055,1,"C",6,13,53,50,13,"E",72,13
4116067,0.24,"A",6,12,51,50,1,"D",24,13
4116071,1,"D",7,15,45,50,1,"E",24,13
4116101,1,"C",5,6,43,50,3,"D",53,13
4116114,1,"C",7,8,47,50,1,"E",52,13
4116116,1,"E",6,18,80,50,1,"E",24,13
4116140,1,"B",6,9,49,50,2,"D",53,13
4116144,1,"C",4,14,56,50,2,"E",53,13
4116161,1,"E",6,11,55,50,13,"E",53,13
4116172,1,"B",5,4,43,50,2,"D",53,13
4116179,1,"C",6,10,61,50,1,"E",25,13
4116192,1,"E",5,4,55,50,2,"E",11,13
4116205,1,"E",5,10,27,80,1,"E",93,4
4116221,1,"C",6,6,55,50,1,"D",82,13
4116223,1,"E",9,3,61,50,2,"E",82,13
4116257,1,"E",7,12,55,50,3,"E",82,13
4116258,0.47,"A",4,10,55,50,6,"E",11,13
4116265,0.37,"C",7,14,81,50,1,"E",54,13
4116282,0.06,"C",4,6,59,50,2,"E",82,13
4116288,0.83,"C",7,10,44,50,2,"D",53,13
4116306,1,"E",6,7,86,50,2,"D",24,13
4116309,1,"C",10,17,83,50,14,"E",24,13
4116320,0.16,"E",6,7,54,50,4,"E",24,13
4116361,0.28,"D",9,17,32,72,1,"E",24,6
4116367,0.89,"D",6,4,56,50,1,"E",24,13
4116392,0.11,"A",4,18,89,50,1,"E",24,13
4116397,0.42,"A",7,20,46,50,1,"E",24,13
4116429,1,"A",7,12,38,50,12,"E",24,13
4116473,0.13,"C",4,13,67,50,6,"E",24,13
4116476,1,"A",4,7,50,50,6,"E",24,13
4116490,0.74,"A",6,16,38,50,1,"E",24,13
4116505,0.2,"C",7,14,38,51,1,"E",91,12
4116521,0.58,"C",6,5,37,50,1,"D",24,13
4116526,1,"B",4,5,36,56,2,"E",53,13
4116541,1,"A",7,13,43,60,2,"D",53,9
4116548,0.65,"B",7,15,61,50,2,"E",53,13
4116553,1,"D",6,16,37,57,1,"E",53,10
4116605,0.48,"D",5,11,64,50,4,"D",53,13
4116611,1,"D",4,15,39,60,1,"E",53,9
4116613,1,"C",7,15,38,72,1,"E",53,6
4116660,1,"A",7,19,50,50,1,"E",24,13
4116691,0.74,"B",7,12,49,50,2,"E",24,13
4116695,1,"A",8,15,54,50,1,"D",24,13
4116697,0.08,"A",9,19,53,50,2,"D",24,13
4116717,0.39,"A",4,13,61,50,3,"D",24,13
4116748,0.65,"A",7,10,52,50,2,"D",24,13
4116752,0.73,"B",4,14,42,53,1,"D",24,13
4116760,1,"A",7,11,65,50,2,"D",24,13
4116766,1,"A",6,19,54,50,2,"D",24,13
4116775,1,"B",7,18,50,50,1,"E",24,13
4116785,1,"A",7,10,78,50,6,"E",24,13
4116803,1,"B",5,14,65,50,1,"E",24,13
4116841,0.31,"B",6,2,40,50,1,"D",24,13
4116872,0.09,"B",7,11,66,50,5,"D",24,13
4116875,0.72,"A",7,9,52,50,1,"D",24,13
4116908,1,"B",6,6,33,57,1,"D",24,10
4116926,0.77,"C",9,8,41,50,10,"D",24,13
4116948,1,"C",6,8,39,50,6,"D",74,13
4116962,1,"A",7,10,32,51,2,"D",74,12
4116963,0.97,"F",6,16,51,50,1,"D",11,13
4116973,1,"B",8,9,69,50,2,"D",52,13
4116975,0.74,"A",7,21,62,50,1,"E",74,13
4117002,1,"A",5,7,42,50,4,"D",94,13
4117006,1,"B",7,4,75,50,2,"E",52,13
4117028,0.92,"E",10,9,31,95,2,"E",52,1
4117033,1,"B",6,12,49,50,3,"E",52,13
4117055,0.24,"B",7,10,37,59,1,"E",52,13
4117076,1,"B",6,9,81,50,2,"D",52,13
4117108,1,"C",4,10,44,52,2,"D",11,13
4117112,0.73,"B",7,3,48,50,2,"E",52,13
4117116,1,"C",7,16,56,50,2,"E",52,13
4117117,1,"B",6,9,35,50,1,"D",52,13
4117131,0.24,"B",5,12,41,55,5,"D",52,13
4117149,1,"C",6,16,80,50,3,"D",24,13
4117155,0.78,"A",6,11,65,50,6,"D",24,13
4117167,1,"C",6,7,80,73,2,"D",24,5
4117181,0.3,"C",6,18,53,50,4,"E",24,13
4117192,0.2,"A",7,15,65,50,2,"E",24,13
4117197,0.4,"A",5,17,74,50,1,"E",24,13
4117208,1,"C",5,6,42,50,1,"D",24,13
4117230,0.67,"C",6,16,49,50,1,"D",24,13
4117262,1,"C",7,13,57,50,1,"E",24,13
4117265,0.63,"C",4,17,58,50,1,"E",24,13
4117276,1,"C",6,10,42,76,2,"D",24,5
4117280,0.49,"C",5,21,44,50,2,"E",24,13
4117281,0.5,"C",5,21,44,50,2,"E",24,13
4117284,0.96,"C",6,12,39,50,1,"D",24,13
4117294,1,"C",8,15,50,50,1,"D",24,13
4117309,0.14,"B",6,6,28,106,2,"D",24,-1
4117317,1,"A",7,11,32,50,2,"D",24,13
4117362,1,"B",5,5,63,50,10,"D",24,13
4117397,1,"D",6,6,60,58,3,"D",93,13
4117435,1,"C",7,12,38,50,1,"E",24,13
4117439,1,"C",7,6,55,62,1,"D",24,13
4117486,1,"A",6,16,45,50,1,"D",24,13
4117490,0.75,"A",5,17,68,50,1,"D",24,13
4117501,0.96,"B",7,8,24,72,12,"E",24,6
4117510,1,"A",6,16,54,50,3,"E",24,13
4117519,1,"C",4,15,66,50,2,"D",24,13
4117528,0.75,"A",11,12,49,50,1,"E",24,13
4117552,0.63,"D",4,14,42,50,2,"D",52,13
4117562,1,"D",5,11,32,51,1,"E",52,12
4117591,0.31,"C",12,14,79,50,3,"E",53,13
4117616,1,"D",5,3,37,50,2,"D",53,13
4117631,1,"C",7,13,51,50,5,"E",53,13
4117645,0.28,"D",7,14,50,83,5,"D",53,3
4117650,0.78,"D",5,11,50,72,1,"E",53,6
4117665,1,"B",7,1,52,52,12,"D",53,13
4117686,0.16,"D",5,9,42,50,5,"D",53,13
4117690,1,"D",7,11,68,50,1,"D",53,13
4117699,0.5,"C",9,3,65,50,12,"D",53,13
4117700,0.38,"D",4,20,41,60,1,"E",53,9
4117723,0.45,"D",5,7,43,50,1,"E",53,13
4117730,0.38,"C",7,7,39,58,1,"E",53,13
4117757,1,"D",7,12,42,50,1,"E",53,13
4117759,1,"C",8,2,46,50,4,"D",53,13
4117761,0.44,"D",9,3,38,62,1,"D",53,13
4117767,0.43,"C",8,14,63,50,6,"D",53,13
4117790,0.14,"C",6,9,51,72,1,"D",53,6
4117793,1,"D",5,12,45,51,2,"D",52,12
4117795,0.42,"C",13,12,54,50,11,"E",53,13
4117799,0.72,"C",6,14,30,51,6,"E",53,12
4117803,0.16,"C",7,5,68,50,1,"E",53,13
4117806,0.53,"C",9,4,39,50,6,"D",53,13
4117812,0.57,"C",6,5,77,50,1,"D",53,13
4117824,1,"E",6,4,36,57,1,"D",53,10
4117828,1,"A",6,13,35,50,1,"E",24,13
4117850,0.53,"A",6,12,25,72,5,"E",24,6
4117852,0.68,"A",6,12,25,68,1,"D",24,7
4117862,0.83,"B",6,7,59,50,12,"D",24,13
4117871,0.42,"A",7,18,64,50,11,"D",24,13
4117885,1,"D",4,7,74,50,2,"E",54,13
4117889,0.93,"C",4,12,54,50,1,"E",54,13
4117894,1,"C",4,7,70,50,2,"E",54,13
4117936,1,"A",5,8,77,52,13,"D",24,13
4117937,0.68,"D",6,8,55,50,5,"E",93,13
4117966,1,"A",7,17,55,50,2,"E",26,13
4117967,1,"A",6,9,46,50,2,"D",26,13
4117971,0.04,"A",7,6,41,68,1,"E",24,7
4117998,0.24,"C",4,10,54,50,5,"E",26,13
4118001,0.75,"C",7,10,54,50,6,"D",26,13
4118005,0.64,"C",7,12,52,50,2,"D",26,13
4118012,1,"A",4,5,48,50,1,"E",26,13
4118015,0.4,"C",6,4,68,50,2,"E",26,13
4118016,1,"C",6,13,32,54,1,"D",26,11
4118030,1,"C",7,7,54,66,2,"D",26,7
4118048,1,"A",7,9,45,50,5,"D",24,13
4118052,1,"A",6,12,62,50,2,"D",26,13
4118063,1,"A",6,10,32,60,13,"D",24,9
4118073,0.73,"D",4,2,53,50,2,"D",24,13
4118077,1,"A",6,10,69,50,1,"D",24,13
4118082,1,"D",4,15,82,50,1,"E",24,13
4118095,1,"A",10,13,49,50,2,"D",24,13
4118160,1,"C",8,2,35,95,6,"D",54,1
4118192,0.04,"C",4,16,57,50,4,"E",24,13
4118224,0.5,"A",5,5,36,67,1,"D",24,7
4118260,1,"C",6,11,51,50,2,"E",24,13
4118302,1,"B",5,5,57,50,5,"E",54,13
4118307,1,"C",7,16,32,54,3,"E",54,11
4118312,1,"D",7,10,52,50,1,"E",54,13
4118325,0.54,"A",7,20,51,56,1,"E",54,13
4118341,1,"A",4,16,44,50,5,"D",54,13
4118345,0.32,"B",7,19,62,50,2,"D",52,13
4118348,1,"A",10,11,61,50,2,"D",54,13
4118392,0.24,"D",4,11,40,64,5,"E",54,8
4118394,1,"A",7,26,35,57,1,"E",54,10
4118396,1,"B",4,5,35,50,4,"E",54,13
4118412,0.08,"C",5,3,48,50,3,"E",54,13
4118423,1,"A",6,17,36,50,1,"D",24,13
4118452,1,"C",8,16,70,50,1,"D",24,13
4118453,1,"D",7,15,74,50,2,"E",24,13
4118459,1,"A",6,3,53,64,1,"D",24,8
4118480,0.59,"F",7,3,51,53,3,"D",11,13
4118492,1,"C",6,11,34,67,1,"E",24,7
4118523,1,"D",5,7,58,50,5,"E",24,13
4118524,0.63,"A",7,7,60,50,6,"E",24,13
4118525,0.36,"A",7,7,60,50,6,"E",24,13
4118538,1,"D",6,12,47,72,2,"E",24,6
4118557,1,"D",6,6,52,50,1,"E",24,13
4118565,0.53,"C",4,19,33,72,2,"E",24,6
4118570,1,"A",7,15,33,50,3,"D",24,13
4118581,0.16,"D",5,10,56,50,6,"E",24,13
4118582,0.52,"D",6,5,70,50,2,"E",24,13
4118617,0.36,"A",14,9,49,72,14,"E",82,6
4118637,1,"E",6,6,32,85,5,"D",82,3
4118653,0.39,"E",5,7,77,50,4,"E",82,13
4118656,0.51,"D",5,4,43,50,2,"E",82,13
4118673,0.59,"B",5,14,55,80,2,"D",83,4
4118677,1,"E",5,9,53,56,2,"D",82,13
4118679,1,"B",4,8,31,50,4,"D",82,13
4118687,1,"C",4,12,26,68,1,"E",82,7
4118694,1,"B",8,10,44,60,2,"D",83,9
4118696,0.36,"B",6,7,54,62,1,"D",82,13
4118703,1,"C",6,11,72,50,2,"D",82,13
4118720,0.75,"C",6,17,35,50,1,"D",83,13
4118759,0.2,"D",4,8,42,50,6,"E",24,13
4118765,0.13,"E",4,19,42,50,2,"E",24,13
4118778,1,"C",5,13,50,50,2,"E",24,13
4118795,1,"D",8,11,56,50,3,"E",24,13
4118805,0.25,"E",5,3,70,50,1,"D",24,13
4118826,0.46,"E",7,9,43,50,1,"D",24,13
